timestamp,x,y,z
0,-3.25,-2.52,9.75
10,-3.29,-2.51,9.74
20,-3.28,-2.52,9.74
30,-3.28,-2.61,9.72
40,-3.27,-2.64,9.69
50,-3.31,-2.62,9.64
60,-3.38,-2.62,9.61
70,-3.43,-2.57,9.61
80,-3.46,-2.56,9.63
90,-3.5,-2.59,9.56
100,-3.53,-2.64,9.52
110,-3.52,-2.76,9.57
120,-3.52,-2.79,9.61
130,-3.52,-2.72,9.66
140,-3.55,-2.65,9.67
150,-3.55,-2.61,9.61
160,-3.55,-2.58,9.54
170,-3.55,-2.55,9.54
180,-3.6,-2.53,9.56
190,-3.67,-2.5,9.56
200,-3.8,-2.42,9.59
210,-3.92,-2.34,9.54
220,-4.11,-2.28,9.51
230,-4.48,-2.27,9.54
240,-4.8,-2.15,9.37
250,-4.78,-2.21,9.09
260,-4.93,-2.15,8.71
270,-5.28,-2.03,8.41
280,-5.68,-1.82,8.23
290,-6.3,-1.64,8.25
300,-7.17,-1.59,8.43
310,-7.78,-1.76,8.73
320,-8.27,-1.8,8.63
330,-8.36,-1.78,8.12
340,-8.0,-1.9,7.71
350,-7.82,-1.9,7.23
360,-7.6,-1.99,6.72
370,-7.1,-2.31,6.49
380,-6.81,-2.2,6.56
390,-6.47,-1.92,7.16
400,-6.3,-1.63,8.06
410,-6.31,-1.57,9.06
420,-6.23,-1.51,9.64
430,-5.78,-1.43,9.88
440,-5.19,-1.31,9.57
450,-4.15,-1.26,8.84
460,-3.24,-1.28,8.24
470,-2.46,-1.25,8.22
480,-1.89,-1.16,8.64
490,-1.38,-0.99,9.28
500,-0.59,-0.75,9.76
510,0.39,-0.55,10.08
520,1.18,-0.45,10.02
530,2.08,-0.26,10.08
540,2.95,-0.08,10.3
550,3.55,0.12,10.62
560,4.27,0.48,10.73
570,5.06,0.84,10.92
580,5.79,1.05,11.32
590,6.19,1.3,11.67
600,6.45,1.58,11.77
610,6.56,1.81,11.62
620,7.13,1.99,11.17
630,7.48,2.26,10.59
640,7.32,2.56,10.06
650,7.33,2.73,9.86
660,7.68,2.82,9.95
670,8.04,2.9,9.98
680,8.06,2.89,9.75
690,7.68,2.92,9.57
700,7.29,2.95,9.37
710,6.91,3.0,9.11
720,6.48,3.09,8.66
730,6.06,3.08,8.17
740,5.56,2.94,7.83
750,5.06,2.75,7.49
760,4.54,2.81,7.35
770,3.93,3.02,7.36
780,3.32,2.89,7.61
790,2.64,2.78,7.85
800,1.92,2.62,8.32
810,1.04,2.74,9.1
820,0.01,3.08,9.94
830,-1.0,3.3,10.52
840,-2.0,3.46,10.88
850,-2.9,3.66,10.87
860,-3.53,3.68,10.85
870,-4.05,3.56,10.78
880,-4.39,3.53,10.54
890,-5.15,3.62,10.08
900,-5.48,4.35,9.76
910,-5.74,5.04,9.96
920,-6.31,5.64,10.6
930,-7.12,5.84,11.77
940,-8.15,5.51,13.09
950,-8.92,5.47,13.99
960,-9.02,5.85,14.05
970,-8.88,6.08,13.63
980,-8.96,6.17,13.11
990,-9.36,6.24,12.71
1000,-9.74,6.35,12.49
