timestamp,x,y,z
0,-3.95,-1.58,9.73
10,-3.95,-1.55,9.88
20,-3.93,-1.47,10.0
30,-3.82,-1.35,10.06
40,-3.65,-1.3,10.07
50,-3.52,-1.24,10.12
60,-3.39,-1.16,10.14
70,-3.33,-1.06,10.15
80,-3.37,-0.96,10.09
90,-3.39,-0.89,9.93
100,-3.47,-0.95,9.85
110,-3.63,-1.05,9.81
120,-3.76,-1.15,9.75
130,-3.91,-1.21,9.65
140,-4.09,-1.21,9.47
150,-4.23,-1.18,9.24
160,-4.34,-1.16,8.97
170,-4.53,-1.13,8.71
180,-4.8,-1.11,8.61
190,-5.13,-1.07,8.58
200,-5.58,-1.07,8.55
210,-6.21,-1.06,8.58
220,-6.81,-0.99,8.6
230,-7.25,-0.78,8.53
240,-7.76,-0.61,8.54
250,-8.35,-0.49,8.67
260,-8.93,-0.41,8.87
270,-9.49,-0.29,9.08
280,-9.98,-0.08,9.13
290,-10.25,0.14,9.15
300,-10.42,0.17,9.1
310,-10.35,0.1,8.99
320,-9.98,-0.05,8.73
330,-9.55,-0.24,8.35
340,-9.08,-0.41,8.07
350,-8.72,-0.47,7.95
360,-8.51,-0.5,7.99
370,-8.28,-0.43,8.11
380,-7.94,-0.3,8.32
390,-7.6,-0.24,8.49
400,-7.06,-0.09,8.62
410,-6.29,0.08,8.67
420,-5.36,0.23,8.57
430,-4.38,0.24,8.37
440,-3.43,0.24,8.3
450,-2.48,0.24,8.46
460,-1.73,0.23,8.83
470,-1.13,0.23,9.27
480,-0.55,0.26,9.76
490,0.16,0.39,10.01
500,1.0,0.63,10.05
510,1.94,0.86,10.01
520,2.85,1.0,10.2
530,3.94,0.91,10.3
540,4.95,0.96,10.34
550,5.97,1.18,10.41
560,6.62,1.29,10.63
570,7.1,1.31,10.98
580,7.46,1.42,11.13
590,7.67,1.64,11.05
600,7.81,1.85,11.06
610,7.96,1.93,11.12
620,8.01,1.95,10.89
630,7.68,1.86,10.47
640,7.16,1.89,10.03
650,6.61,1.81,9.54
660,6.04,1.57,9.3
670,5.53,1.33,9.11
680,5.03,1.24,8.97
690,4.24,1.26,8.71
700,3.83,1.41,8.53
710,3.43,1.5,8.25
720,3.01,1.54,8.15
730,2.6,1.64,8.01
740,2.09,1.66,7.84
750,1.5,1.74,7.71
760,0.96,2.07,7.7
770,0.27,2.41,8.01
780,-0.49,2.63,8.49
790,-1.35,2.74,8.9
800,-2.18,2.98,9.1
810,-3.02,3.27,9.24
820,-3.74,3.63,9.38
830,-4.37,3.85,9.67
840,-5.11,3.75,9.83
850,-5.86,4.06,9.83
860,-6.53,4.65,9.34
870,-7.11,4.89,9.39
880,-7.66,5.02,9.83
890,-8.36,4.92,10.41
900,-8.93,5.1,10.92
910,-9.81,5.55,11.23
920,-10.7,6.0,11.42
930,-11.32,6.3,11.59
940,-11.77,6.22,11.47
950,-12.05,5.99,11.09
960,-12.16,5.92,10.72
970,-12.19,6.01,10.31
980,-12.21,6.12,10.04
990,-12.26,6.15,9.92
1000,-12.36,5.99,9.9
