timestamp,x,y,z
0,-1.73,-1.86,10.5
10,-1.81,-1.83,10.42
20,-1.91,-1.8,10.35
30,-2.06,-1.79,10.31
40,-2.24,-1.82,10.24
50,-2.32,-1.82,10.12
60,-2.41,-1.82,9.99
70,-2.73,-1.78,9.96
80,-3.1,-1.67,9.99
90,-3.4,-1.61,9.94
100,-3.63,-1.62,9.85
110,-3.78,-1.56,9.73
120,-3.96,-1.5,9.49
130,-4.23,-1.44,9.27
140,-4.62,-1.3,9.28
150,-5.13,-1.19,9.42
160,-5.86,-1.05,9.71
170,-6.74,-0.94,9.92
180,-7.27,-0.69,9.98
190,-7.66,-0.35,9.95
200,-7.95,-0.28,9.97
210,-8.11,-0.32,10.02
220,-8.15,-0.36,9.98
230,-8.02,-0.38,9.81
240,-7.77,-0.45,9.65
250,-7.55,-0.51,9.56
260,-7.37,-0.51,9.59
270,-7.2,-0.6,9.57
280,-6.84,-0.67,9.47
290,-6.28,-0.63,9.27
300,-5.49,-0.5,8.99
310,-4.76,-0.39,8.88
320,-3.76,-0.18,9.02
330,-2.86,0.06,9.15
340,-2.02,0.25,9.28
350,-1.05,0.58,9.36
360,0.0,0.87,9.24
370,1.14,1.04,9.25
380,2.2,1.12,9.47
390,3.33,1.09,9.82
400,4.3,1.17,10.06
410,5.08,1.26,10.17
420,5.68,1.11,10.29
430,6.01,1.46,10.61
440,6.93,1.72,11.27
450,7.36,1.92,11.31
460,7.59,2.26,11.22
470,7.83,2.33,11.25
480,8.38,2.27,11.37
490,9.07,2.18,11.16
500,9.06,1.87,10.98
510,8.59,1.63,10.79
520,8.22,1.8,10.91
530,8.01,1.69,10.48
540,7.47,1.56,9.96
550,6.94,1.41,9.64
560,6.41,1.34,9.37
570,5.86,1.15,9.13
580,5.36,0.86,9.25
590,4.87,1.05,8.91
600,4.53,1.18,8.44
610,4.33,1.06,8.28
620,4.04,1.0,8.36
630,3.51,1.13,8.36
640,2.95,1.36,8.2
650,2.27,1.61,8.15
660,1.62,1.86,8.11
670,1.15,2.17,8.03
680,0.66,2.17,8.07
690,-0.08,2.03,8.36
700,-0.74,2.04,8.66
710,-1.41,2.21,8.76
720,-2.43,2.25,9.02
730,-3.33,2.2,9.37
740,-3.96,2.15,9.43
750,-4.58,2.33,9.05
760,-4.37,2.56,8.72
770,-4.65,2.86,8.62
780,-5.67,2.93,8.85
790,-7.07,3.05,9.35
800,-8.04,3.41,9.8
810,-9.24,3.81,10.5
820,-10.18,4.04,11.22
830,-10.79,4.24,11.58
840,-10.63,4.51,11.85
850,-10.85,4.75,11.9
860,-10.85,4.72,11.88
870,-11.4,4.98,12.14
880,-11.63,5.16,12.03
890,-11.59,5.44,12.17
900,-11.61,5.52,12.26
910,-11.71,5.38,12.3
920,-11.67,5.26,12.2
930,-11.6,5.2,11.93
940,-11.39,5.18,11.64
950,-11.0,5.13,11.36
960,-10.6,5.08,11.13
970,-10.44,5.01,10.93
980,-10.32,4.94,10.7
990,-10.04,4.87,10.29
1000,-9.71,4.78,9.75
