timestamp,x,y,z
0,-2.74,-3.35,9.82
10,-2.85,-3.37,9.81
20,-2.94,-3.37,9.79
30,-2.99,-3.42,9.73
40,-3.01,-3.44,9.66
50,-3.0,-3.48,9.55
60,-3.05,-3.49,9.46
70,-3.16,-3.48,9.43
80,-3.23,-3.48,9.42
90,-3.38,-3.42,9.46
100,-3.59,-3.39,9.45
110,-3.77,-3.37,9.41
120,-4.01,-3.32,9.43
130,-4.4,-3.3,9.43
140,-4.89,-3.29,9.4
150,-5.41,-3.27,9.35
160,-5.96,-3.23,9.31
170,-6.42,-3.21,9.28
180,-6.85,-3.1,9.2
190,-7.2,-2.89,9.22
200,-7.7,-2.7,9.32
210,-8.28,-2.64,9.44
220,-8.73,-2.45,9.57
230,-8.94,-2.18,9.69
240,-9.05,-1.93,9.82
250,-9.11,-1.7,9.99
260,-9.01,-1.57,10.01
270,-8.6,-1.45,9.93
280,-7.93,-1.25,9.76
290,-7.04,-1.08,9.53
300,-6.05,-0.97,9.37
310,-5.08,-0.88,9.19
320,-4.07,-0.74,8.96
330,-3.16,-0.59,8.83
340,-2.32,-0.45,8.8
350,-1.67,-0.47,8.88
360,-1.08,-0.51,9.04
370,-0.55,-0.57,9.23
380,-0.04,-0.65,9.45
390,0.53,-0.79,9.62
400,1.25,-0.91,9.6
410,2.04,-1.03,9.63
420,2.75,-1.19,9.69
430,3.29,-1.4,9.84
440,3.84,-1.61,10.0
450,4.32,-1.76,10.08
460,4.75,-1.93,10.25
470,5.14,-2.08,10.47
480,5.51,-2.2,10.71
490,5.85,-2.29,10.98
500,6.13,-2.35,11.16
510,6.42,-2.39,11.27
520,6.52,-2.49,11.38
530,6.72,-2.26,11.26
540,6.91,-2.21,11.22
550,7.0,-2.19,11.36
560,7.0,-2.07,11.39
570,6.96,-2.0,11.46
580,6.89,-1.9,11.34
590,6.82,-1.9,11.17
600,6.66,-1.94,10.94
610,6.42,-2.02,10.65
620,6.14,-2.16,10.24
630,5.88,-2.31,9.79
640,5.56,-2.49,9.47
650,5.24,-2.55,9.1
660,5.03,-2.53,8.65
670,4.92,-2.38,8.28
680,4.73,-2.05,8.03
690,4.42,-1.73,8.11
700,4.08,-1.47,8.32
710,3.69,-1.15,8.63
720,3.27,-0.88,9.02
730,2.86,-0.72,9.28
740,2.55,-0.51,9.39
750,2.38,-0.23,9.34
760,2.21,-0.01,9.26
770,1.99,0.22,9.07
780,1.68,0.42,8.91
790,1.17,0.85,8.74
800,0.55,1.36,8.82
810,-0.24,1.81,8.97
820,-0.98,2.31,9.29
830,-1.59,2.75,9.71
840,-2.11,2.97,10.02
850,-2.49,3.07,10.28
860,-2.75,3.17,10.51
870,-3.08,3.26,10.58
880,-3.76,3.35,10.47
890,-4.37,3.54,10.22
900,-4.88,3.82,10.34
910,-5.4,4.02,10.91
920,-5.3,4.15,11.63
930,-5.07,4.24,12.07
940,-5.3,4.4,12.16
950,-5.75,4.72,11.93
960,-6.22,5.22,11.75
970,-6.9,5.5,11.85
980,-7.69,5.62,12.44
990,-8.35,5.56,13.18
1000,-8.98,5.49,13.69
