timestamp,x,y,z
0,-3.48,-5.75,7.9
10,-3.48,-5.77,7.91
20,-3.49,-5.73,7.86
30,-3.51,-5.66,7.77
40,-3.57,-5.65,7.69
50,-3.66,-5.68,7.58
60,-3.69,-5.65,7.52
70,-3.73,-5.6,7.41
80,-3.75,-5.54,7.29
90,-3.76,-5.48,7.18
100,-3.78,-5.4,7.05
110,-3.8,-5.32,6.89
120,-3.74,-5.22,6.69
130,-3.73,-5.17,6.42
140,-3.62,-5.09,6.15
150,-3.61,-5.03,5.92
160,-3.62,-4.93,5.71
170,-3.59,-4.75,5.42
180,-3.52,-4.59,5.15
190,-3.57,-4.4,4.92
200,-3.66,-4.17,4.62
210,-3.63,-3.89,4.34
220,-3.68,-3.61,4.04
230,-3.71,-3.53,3.78
240,-3.8,-3.62,3.64
250,-3.88,-3.56,3.6
260,-3.9,-3.37,3.48
270,-3.73,-3.14,3.44
280,-3.79,-2.87,3.47
290,-3.73,-2.65,3.59
300,-3.58,-2.22,3.85
310,-3.53,-1.95,4.19
320,-3.64,-1.64,4.48
330,-3.62,-1.19,4.91
340,-3.67,-0.92,5.52
350,-4.04,-0.89,6.22
360,-4.07,-0.67,6.66
370,-3.86,-0.3,7.04
380,-3.72,-0.07,7.43
390,-3.76,0.19,7.91
400,-3.84,0.44,8.56
410,-4.0,0.73,9.41
420,-3.94,1.18,10.03
430,-3.76,1.5,10.95
440,-3.9,1.51,12.12
450,-3.93,1.95,13.29
460,-3.45,2.17,14.33
470,-3.49,3.14,15.5
480,-3.17,4.08,15.81
490,-2.69,4.37,16.68
500,-3.12,4.27,17.59
510,-3.47,4.18,18.15
520,-3.41,4.36,18.4
530,-3.41,4.43,18.5
540,-3.59,4.39,18.58
550,-3.59,4.38,18.55
560,-3.51,4.32,18.43
570,-3.62,4.15,18.46
580,-3.79,3.89,18.41
590,-3.87,3.64,18.18
600,-3.9,3.46,17.91
610,-3.86,3.41,17.61
620,-3.68,3.43,17.31
630,-3.59,3.36,17.0
640,-3.47,3.32,16.69
650,-3.49,3.17,16.48
660,-3.51,3.01,16.2
670,-3.46,2.89,15.91
680,-3.37,2.75,15.71
690,-3.24,2.48,15.38
700,-3.12,2.36,15.15
710,-3.01,2.03,14.77
720,-2.86,1.82,14.22
730,-2.75,1.73,13.6
740,-2.64,1.47,13.06
750,-2.49,1.29,12.5
760,-2.32,1.05,11.88
770,-2.22,0.74,11.38
780,-2.07,0.3,10.86
790,-1.97,-0.04,10.16
800,-1.93,-0.37,9.45
810,-1.95,-0.54,8.69
820,-1.72,-0.87,7.84
830,-1.6,-1.27,7.15
840,-1.71,-1.64,6.41
850,-1.68,-2.05,5.94
860,-1.61,-2.55,5.58
870,-1.56,-2.78,5.07
880,-1.13,-3.0,4.56
890,-1.47,-3.29,4.32
900,-1.58,-3.53,4.16
910,-1.23,-3.51,3.93
920,-1.41,-3.79,3.99
930,-1.48,-4.01,4.07
940,-1.44,-4.18,4.09
950,-1.15,-4.14,3.97
960,-0.93,-4.21,3.6
970,-0.86,-4.44,3.29
980,-0.99,-4.69,3.28
990,-1.04,-4.93,3.41
1000,-1.27,-5.08,3.63
