timestamp,x,y,z
0,-4.72,-5.68,9.32
10,-4.62,-5.71,9.11
20,-4.49,-5.66,8.83
30,-4.44,-5.54,8.55
40,-4.43,-5.41,8.3
50,-4.39,-5.29,8.04
60,-4.34,-5.26,7.87
70,-4.32,-5.26,7.69
80,-4.28,-5.26,7.41
90,-4.28,-5.19,7.07
100,-4.24,-5.06,6.69
110,-4.16,-4.87,6.31
120,-4.05,-4.63,5.96
130,-4.01,-4.42,5.67
140,-3.97,-4.22,5.37
150,-3.92,-4.01,5.02
160,-3.89,-3.84,4.59
170,-3.8,-3.75,4.08
180,-3.74,-3.69,3.56
190,-3.7,-3.67,3.01
200,-3.69,-3.59,2.46
210,-3.68,-3.42,1.79
220,-3.62,-3.23,1.16
230,-3.56,-3.05,0.57
240,-3.6,-2.88,0.29
250,-3.62,-2.72,0.14
260,-3.67,-2.55,0.05
270,-3.72,-2.33,0.0
280,-3.64,-2.09,-0.04
290,-3.56,-1.83,-0.14
300,-3.6,-1.59,-0.32
310,-3.63,-1.34,-0.4
320,-3.69,-1.01,-0.34
330,-3.92,-0.57,-0.08
340,-4.28,-0.09,0.26
350,-4.52,0.42,0.64
360,-4.73,0.98,1.39
370,-4.84,1.39,2.2
380,-4.81,1.76,2.91
390,-4.69,2.3,3.33
400,-4.39,2.77,3.75
410,-4.27,3.46,4.15
420,-4.31,4.26,4.71
430,-4.42,5.04,5.49
440,-4.81,5.71,6.68
450,-4.9,6.38,7.75
460,-5.49,6.89,9.72
470,-5.72,7.33,11.65
480,-5.97,7.65,13.26
490,-5.88,8.07,14.08
500,-5.81,8.43,14.42
510,-5.72,8.76,14.66
520,-5.53,9.12,14.85
530,-5.09,9.44,15.2
540,-4.68,9.8,15.87
550,-4.44,9.99,16.81
560,-4.48,9.94,17.86
570,-4.68,9.88,18.79
580,-4.78,10.0,19.51
590,-4.78,10.23,20.02
600,-4.78,10.52,20.46
610,-4.73,10.51,20.57
620,-4.59,10.17,20.34
630,-4.39,9.78,19.81
640,-4.28,9.41,19.18
650,-4.36,9.07,18.79
660,-4.59,8.83,18.67
670,-4.98,8.68,18.68
680,-5.44,8.61,18.6
690,-5.78,8.68,18.37
700,-5.91,8.94,18.16
710,-6.1,9.09,18.07
720,-6.24,9.26,17.92
730,-6.22,9.43,17.63
740,-6.1,9.36,17.38
750,-5.93,9.13,17.08
760,-5.83,8.87,16.6
770,-5.75,8.42,15.78
780,-5.45,7.87,14.76
790,-5.14,7.34,14.03
800,-5.0,6.8,13.34
810,-4.76,6.33,12.45
820,-4.46,5.66,11.58
830,-4.01,4.93,10.63
840,-3.76,4.4,9.76
850,-3.2,3.87,8.72
860,-2.59,3.04,7.73
870,-1.96,2.17,6.83
880,-1.41,1.41,5.94
890,-0.98,0.73,5.15
900,-0.43,0.11,4.47
910,0.06,-0.57,3.88
920,0.42,-1.2,3.28
930,0.85,-1.65,2.66
940,1.26,-2.0,2.13
950,1.41,-2.3,1.54
960,1.53,-2.64,1.36
970,1.6,-2.95,1.24
980,1.64,-3.28,1.24
990,1.6,-3.57,1.11
1000,1.61,-3.71,0.98
