timestamp,x,y,z
0,-2.56,-3.82,9.59
10,-2.57,-3.88,9.54
20,-2.52,-3.93,9.43
30,-2.47,-3.96,9.32
40,-2.47,-3.98,9.23
50,-2.49,-3.98,9.16
60,-2.61,-4.0,9.1
70,-2.76,-4.06,9.05
80,-2.88,-4.12,8.99
90,-3.01,-4.18,8.95
100,-3.09,-4.26,8.87
110,-3.16,-4.3,8.8
120,-3.28,-4.31,8.68
130,-3.31,-4.33,8.61
140,-3.45,-4.26,8.55
150,-3.56,-4.2,8.56
160,-3.71,-4.14,8.57
170,-3.87,-4.12,8.59
180,-4.03,-4.11,8.63
190,-4.18,-4.12,8.66
200,-4.35,-4.07,8.68
210,-4.6,-4.02,8.71
220,-4.83,-3.91,8.81
230,-5.12,-3.85,8.9
240,-5.44,-3.74,8.99
250,-5.8,-3.66,9.04
260,-6.23,-3.58,9.02
270,-6.64,-3.56,8.95
280,-6.99,-3.59,8.84
290,-7.44,-3.61,8.71
300,-7.9,-3.65,8.56
310,-8.26,-3.59,8.35
320,-8.71,-3.51,8.16
330,-9.11,-3.39,8.05
340,-9.47,-3.21,7.97
350,-9.69,-3.11,7.89
360,-9.65,-2.94,7.83
370,-9.18,-2.7,7.78
380,-8.53,-2.44,7.85
390,-7.69,-2.1,7.89
400,-6.67,-1.75,7.8
410,-5.53,-1.45,7.66
420,-4.5,-1.18,7.65
430,-3.5,-0.86,7.74
440,-2.66,-0.61,8.15
450,-1.97,-0.46,8.75
460,-1.38,-0.33,9.33
470,-0.69,-0.21,9.8
480,0.12,-0.11,9.95
490,1.06,-0.05,10.13
500,2.08,0.01,10.27
510,3.12,0.0,10.44
520,3.83,0.06,10.65
530,4.52,0.35,10.91
540,5.26,0.6,11.62
550,5.72,0.58,12.45
560,6.06,0.43,13.15
570,6.31,0.34,13.47
580,6.55,0.33,13.52
590,6.94,0.33,13.41
600,7.15,0.27,13.39
610,7.32,0.15,13.48
620,7.29,0.02,13.39
630,7.16,-0.14,13.2
640,6.99,-0.32,12.93
650,6.73,-0.44,12.64
660,6.36,-0.51,12.2
670,6.03,-0.63,11.71
680,5.6,-0.89,11.4
690,5.26,-1.0,11.07
700,4.96,-1.11,10.59
710,4.64,-1.33,10.06
720,4.32,-1.41,9.49
730,4.05,-1.54,9.04
740,3.85,-1.69,8.51
750,3.54,-1.7,8.03
760,3.25,-1.51,7.69
770,2.84,-1.27,7.59
780,2.41,-0.99,7.53
790,2.01,-0.65,7.54
800,1.64,-0.3,7.68
810,1.26,-0.1,7.95
820,0.91,0.22,8.21
830,0.63,0.64,8.39
840,0.35,0.89,8.58
850,0.1,1.19,8.71
860,-0.11,1.77,8.9
870,-0.37,2.31,8.96
880,-0.67,2.7,8.77
890,-1.07,3.08,8.79
900,-1.62,3.57,9.05
910,-2.33,3.96,9.45
920,-3.07,4.34,9.94
930,-3.9,4.52,10.27
940,-4.69,4.66,10.37
950,-5.38,4.89,10.1
960,-5.71,5.13,9.79
970,-6.35,5.11,9.62
980,-7.06,4.93,9.47
990,-7.68,4.77,9.35
1000,-7.99,4.73,9.23
