timestamp,x,y,z
0,-3.3,-3.72,9.41
10,-3.35,-3.74,9.44
20,-3.38,-3.79,9.41
30,-3.34,-3.86,9.33
40,-3.28,-3.92,9.23
50,-3.21,-4.0,9.08
60,-3.14,-4.0,8.96
70,-3.09,-3.95,8.96
80,-3.08,-3.94,9.01
90,-3.05,-3.92,9.02
100,-3.03,-3.87,9.08
110,-3.05,-3.85,9.12
120,-3.07,-3.89,9.16
130,-3.09,-3.91,9.19
140,-3.19,-3.94,9.18
150,-3.26,-3.96,9.18
160,-3.34,-3.93,9.13
170,-3.39,-3.89,9.12
180,-3.42,-3.86,9.12
190,-3.44,-3.81,9.15
200,-3.55,-3.8,9.13
210,-3.68,-3.73,9.17
220,-3.91,-3.7,9.23
230,-4.29,-3.63,9.3
240,-4.8,-3.55,9.36
250,-5.3,-3.53,9.35
260,-5.78,-3.53,9.3
270,-6.29,-3.58,9.22
280,-6.64,-3.55,9.05
290,-6.88,-3.56,8.76
300,-7.19,-3.46,8.67
310,-7.71,-3.45,8.57
320,-8.18,-3.45,8.43
330,-8.45,-3.33,8.24
340,-8.53,-3.2,8.03
350,-8.67,-3.15,7.99
360,-8.75,-3.14,7.86
370,-8.7,-3.06,7.79
380,-8.56,-2.93,7.7
390,-8.16,-2.72,7.51
400,-7.51,-2.41,7.35
410,-6.74,-2.11,7.31
420,-5.88,-1.79,7.31
430,-4.89,-1.49,7.23
440,-3.87,-1.24,7.17
450,-2.99,-1.02,7.31
460,-2.25,-0.83,7.77
470,-1.56,-0.61,8.41
480,-0.81,-0.35,8.96
490,-0.05,-0.09,9.74
500,0.79,0.24,10.27
510,1.8,0.41,10.83
520,2.72,0.6,11.23
530,3.48,0.7,11.8
540,4.1,0.79,12.19
550,4.81,0.97,12.51
560,5.78,1.2,12.92
570,6.56,1.24,13.54
580,7.13,1.19,13.99
590,7.45,1.19,13.98
600,7.73,1.27,13.69
610,7.99,1.26,13.52
620,8.18,1.13,13.48
630,8.13,0.91,13.45
640,7.88,0.83,13.13
650,7.59,0.7,12.61
660,7.29,0.45,12.19
670,7.04,0.17,12.03
680,6.64,0.14,11.31
690,6.39,-0.17,10.7
700,6.0,-0.23,10.16
710,5.6,-0.17,9.61
720,5.26,-0.31,9.17
730,4.9,-0.38,8.84
740,4.35,-0.4,8.73
750,3.8,-0.37,8.6
760,3.37,-0.27,8.44
770,2.85,-0.11,8.37
780,2.28,0.35,8.34
790,1.73,1.05,8.38
800,1.18,1.66,8.46
810,0.8,2.23,8.49
820,0.37,2.62,8.63
830,-0.13,3.01,8.75
840,-0.57,3.41,8.85
850,-1.22,3.69,9.14
860,-1.95,4.01,9.28
870,-2.86,4.35,9.35
880,-3.78,4.6,9.33
890,-4.73,4.72,8.95
900,-5.74,4.8,8.47
910,-6.82,4.87,8.31
920,-7.67,4.88,8.38
930,-8.67,4.78,8.52
940,-9.08,4.77,8.42
950,-9.01,4.87,8.09
960,-8.71,4.99,7.78
970,-8.65,5.26,7.7
980,-8.97,5.66,7.95
990,-9.5,6.05,8.51
1000,-10.12,6.27,9.08
