timestamp,x,y,z
0,-2.12,-3.45,9.86
10,-2.16,-3.48,9.9
20,-2.21,-3.46,9.91
30,-2.23,-3.44,9.96
40,-2.24,-3.44,9.98
50,-2.26,-3.45,10.01
60,-2.27,-3.45,9.98
70,-2.32,-3.45,9.94
80,-2.36,-3.49,9.9
90,-2.39,-3.49,9.84
100,-2.41,-3.41,9.85
110,-2.5,-3.4,9.9
120,-2.54,-3.41,9.89
130,-2.55,-3.37,9.87
140,-2.54,-3.37,9.9
150,-2.53,-3.43,9.92
160,-2.48,-3.45,9.91
170,-2.47,-3.46,9.9
180,-2.48,-3.45,9.82
190,-2.5,-3.46,9.8
200,-2.51,-3.44,9.77
210,-2.52,-3.45,9.73
220,-2.48,-3.42,9.72
230,-2.46,-3.45,9.74
240,-2.43,-3.47,9.76
250,-2.46,-3.49,9.78
260,-2.5,-3.48,9.82
270,-2.56,-3.48,9.81
280,-2.61,-3.49,9.8
290,-2.7,-3.46,9.78
300,-2.85,-3.44,9.78
310,-3.03,-3.41,9.78
320,-3.3,-3.38,9.78
330,-3.54,-3.41,9.75
340,-3.82,-3.4,9.78
350,-4.19,-3.36,9.84
360,-4.57,-3.35,9.93
370,-4.97,-3.33,9.95
380,-5.36,-3.22,9.93
390,-5.72,-3.25,9.82
400,-5.97,-3.16,9.88
410,-6.43,-3.1,9.87
420,-6.91,-3.12,9.8
430,-7.32,-3.07,9.68
440,-7.72,-3.14,9.52
450,-7.88,-3.22,9.42
460,-7.65,-3.17,9.32
470,-7.35,-3.04,9.0
480,-6.86,-2.82,8.59
490,-6.29,-2.6,8.2
500,-5.52,-2.37,7.85
510,-4.98,-2.14,7.76
520,-4.77,-1.99,7.91
530,-4.57,-1.73,8.12
540,-4.21,-1.53,8.47
550,-3.66,-1.36,8.83
560,-2.96,-1.14,9.12
570,-2.09,-0.9,9.29
580,-0.99,-0.67,9.33
590,0.03,-0.53,9.45
600,1.04,-0.41,9.65
610,1.8,-0.38,9.82
620,2.31,-0.32,10.24
630,2.86,-0.28,10.61
640,3.54,-0.07,10.85
650,3.94,0.15,11.18
660,4.41,0.25,11.72
670,4.82,0.31,12.17
680,5.33,0.4,12.24
690,5.78,0.46,12.05
700,6.19,0.5,11.99
710,6.54,0.45,12.18
720,6.77,0.34,12.34
730,6.87,0.22,12.4
740,6.92,0.24,12.16
750,7.01,0.11,11.87
760,7.01,-0.07,11.77
770,6.88,-0.13,11.72
780,6.82,-0.23,11.54
790,6.68,-0.35,11.16
800,6.5,-0.48,10.74
810,6.44,-0.62,10.22
820,6.44,-0.76,9.6
830,6.34,-0.87,9.13
840,6.05,-0.89,8.77
850,5.66,-0.82,8.44
860,5.24,-0.66,8.25
870,4.69,-0.46,8.36
880,4.19,-0.24,8.52
890,3.77,0.01,8.57
900,3.46,0.38,8.55
910,3.19,0.84,8.59
920,2.83,1.34,8.72
930,2.46,1.8,8.9
940,1.94,2.07,9.04
950,1.39,2.45,9.26
960,0.66,2.88,9.78
970,-0.38,3.16,10.49
980,-1.43,3.37,10.89
990,-2.11,3.6,10.62
1000,-2.38,3.71,9.89
