timestamp,x,y,z
0,-1.9,-1.51,10.77
10,-2.08,-1.42,10.77
20,-2.33,-1.34,10.74
30,-2.7,-1.27,10.69
40,-3.11,-1.28,10.63
50,-3.44,-1.32,10.48
60,-3.66,-1.29,10.24
70,-4.0,-1.16,9.9
80,-4.3,-1.06,9.74
90,-4.77,-0.84,9.74
100,-5.49,-0.67,9.93
110,-6.58,-0.55,9.96
120,-7.45,-0.47,9.85
130,-7.98,-0.33,9.63
140,-8.29,-0.25,9.59
150,-8.71,-0.23,9.77
160,-9.1,-0.26,9.87
170,-9.34,-0.22,9.95
180,-9.4,-0.07,9.98
190,-9.34,0.11,9.96
200,-9.32,0.27,10.05
210,-9.27,0.35,10.13
220,-9.11,0.44,10.16
230,-8.71,0.61,10.13
240,-8.18,0.81,10.05
250,-7.49,1.06,9.88
260,-6.66,1.21,9.64
270,-5.67,1.38,9.34
280,-4.64,1.53,9.04
290,-3.71,1.61,8.89
300,-2.75,1.58,8.8
310,-1.7,1.64,8.79
320,-0.48,1.76,8.79
330,0.82,1.97,8.65
340,2.08,2.09,8.56
350,3.06,2.18,8.71
360,3.91,2.36,9.01
370,4.78,2.58,9.3
380,5.61,2.71,9.5
390,6.38,2.83,9.75
400,6.96,3.05,10.12
410,7.77,3.27,10.33
420,8.52,3.38,10.48
430,8.65,3.68,10.73
440,8.86,3.84,10.96
450,9.36,4.01,10.88
460,9.74,4.07,10.62
470,10.27,4.15,10.4
480,10.64,4.02,10.44
490,10.78,3.78,10.46
500,10.87,3.61,10.31
510,10.7,3.51,9.92
520,10.24,3.35,9.53
530,9.5,3.14,9.27
540,8.74,3.01,9.09
550,8.05,2.94,8.93
560,7.26,3.16,8.6
570,6.45,3.14,8.39
580,5.79,3.14,8.25
590,5.31,3.09,8.19
600,4.91,2.91,8.32
610,4.49,2.51,8.72
620,4.01,2.38,9.09
630,2.98,2.74,8.37
640,2.18,2.87,7.4
650,1.85,2.77,7.28
660,1.07,3.01,7.5
670,0.25,3.44,7.65
680,-0.46,3.73,7.68
690,-1.45,4.01,8.11
700,-2.41,4.34,8.59
710,-3.53,4.67,8.9
720,-4.45,4.85,9.05
730,-5.58,4.77,9.56
740,-6.27,4.34,9.96
750,-6.53,4.09,9.87
760,-7.26,4.26,9.86
770,-8.35,4.46,9.82
780,-9.18,4.47,9.58
790,-9.96,4.37,9.6
800,-10.73,4.26,10.0
810,-11.17,4.35,10.31
820,-11.45,4.6,10.53
830,-11.92,4.77,10.69
840,-12.4,5.04,10.76
850,-12.99,5.32,10.93
860,-13.3,5.4,11.08
870,-13.35,5.39,10.99
880,-13.25,5.43,10.73
890,-13.21,5.39,10.45
900,-13.09,5.36,10.25
910,-12.92,5.33,10.03
920,-12.67,5.28,9.82
930,-12.32,5.24,9.59
940,-11.88,5.1,9.39
950,-11.48,4.96,9.2
960,-11.03,4.82,8.85
970,-10.47,4.76,8.5
980,-9.94,4.74,8.11
990,-9.54,4.71,7.76
1000,-9.22,4.56,7.44
