timestamp,x,y,z
0,-4.17,-4.3,9.08
10,-4.21,-4.18,8.93
20,-4.34,-4.07,8.8
30,-4.44,-4.01,8.65
40,-4.49,-3.85,8.41
50,-4.52,-3.7,8.13
60,-4.52,-3.58,7.86
70,-4.47,-3.51,7.57
80,-4.46,-3.47,7.23
90,-4.41,-3.39,6.86
100,-4.31,-3.3,6.37
110,-4.25,-3.19,5.79
120,-4.21,-3.09,5.08
130,-4.14,-2.97,4.3
140,-4.11,-2.87,3.58
150,-4.07,-2.77,2.81
160,-3.94,-2.58,2.04
170,-3.9,-2.46,1.35
180,-3.81,-2.37,1.07
190,-3.81,-2.4,0.92
200,-3.84,-2.28,0.82
210,-3.72,-2.13,0.75
220,-3.58,-1.95,0.88
230,-3.53,-1.62,1.24
240,-3.51,-1.28,1.65
250,-3.54,-0.96,2.09
260,-3.66,-0.59,2.7
270,-3.79,-0.13,3.46
280,-3.83,0.34,4.03
290,-3.9,0.85,4.66
300,-4.14,1.3,5.45
310,-4.45,1.79,6.46
320,-4.75,2.47,7.47
330,-4.89,3.2,8.32
340,-4.99,3.86,9.24
350,-4.97,4.25,10.51
360,-5.0,5.1,12.66
370,-5.84,5.57,14.14
380,-6.24,6.2,14.96
390,-5.89,6.97,15.15
400,-5.43,7.79,14.94
410,-4.86,8.68,15.19
420,-4.61,9.27,16.13
430,-5.13,9.47,17.84
440,-5.68,9.52,19.66
450,-6.28,9.57,21.28
460,-6.57,9.6,22.13
470,-6.7,9.64,22.32
480,-6.56,9.85,21.57
490,-5.95,9.97,20.92
500,-5.66,9.94,20.82
510,-5.68,9.91,21.12
520,-5.88,9.94,21.81
530,-6.05,9.57,22.17
540,-5.88,8.88,21.76
550,-5.53,8.11,20.83
560,-5.14,7.35,19.65
570,-4.71,6.75,18.42
580,-4.09,6.05,16.93
590,-3.6,5.2,15.49
600,-3.12,4.37,14.06
610,-2.57,3.63,12.42
620,-1.94,2.77,10.87
630,-1.59,1.94,9.66
640,-1.2,1.16,8.68
650,-1.12,0.57,7.82
660,-0.97,0.04,6.87
670,-0.78,-0.36,5.76
680,-0.58,-0.87,5.19
690,-0.36,-1.53,4.73
700,-0.29,-2.04,4.3
710,-0.18,-2.46,4.03
720,0.09,-2.96,3.49
730,0.15,-3.46,3.18
740,0.24,-3.74,2.65
750,0.43,-3.85,2.08
760,0.62,-4.02,1.54
770,0.58,-4.29,1.2
780,0.47,-4.5,1.15
790,0.36,-4.68,1.27
800,0.28,-4.92,1.45
810,0.26,-5.1,1.64
820,0.25,-5.24,1.93
830,0.12,-5.51,2.34
840,-0.09,-5.71,2.79
850,-0.28,-5.9,3.05
860,-0.47,-6.15,3.34
870,-0.71,-6.31,3.59
880,-0.91,-6.47,3.99
890,-1.06,-6.53,4.45
900,-1.25,-6.58,4.98
910,-1.45,-6.69,5.52
920,-1.62,-6.84,6.0
930,-1.77,-6.94,6.36
940,-1.86,-6.98,6.71
950,-1.91,-6.96,7.0
960,-1.96,-6.91,7.27
970,-2.04,-6.83,7.53
980,-2.28,-6.81,7.78
990,-2.23,-6.62,8.11
1000,-2.32,-6.57,8.48
