timestamp,x,y,z
0,3.37,-3.07,9.99
10,3.38,-3.08,10.05
20,3.43,-3.09,10.13
30,3.45,-3.11,10.28
40,3.5,-3.18,10.4
50,3.49,-3.24,10.51
60,3.53,-3.29,10.63
70,3.56,-3.32,10.7
80,3.6,-3.37,10.82
90,3.62,-3.39,10.97
100,3.62,-3.4,11.12
110,3.57,-3.45,11.35
120,3.53,-3.52,11.54
130,3.47,-3.61,11.82
140,3.39,-3.66,12.21
150,3.28,-3.65,12.54
160,3.15,-3.62,12.84
170,2.94,-3.52,13.11
180,2.54,-3.44,13.46
190,2.1,-3.32,13.86
200,1.58,-3.19,14.04
210,1.03,-3.07,14.13
220,0.42,-3.12,14.08
230,-0.02,-3.13,13.6
240,-0.43,-3.23,12.88
250,-0.81,-3.36,12.2
260,-1.0,-3.43,11.56
270,-1.15,-3.48,10.95
280,-1.13,-3.55,10.24
290,-1.05,-3.44,9.36
300,-0.88,-3.39,8.57
310,-0.75,-3.29,7.95
320,-0.65,-3.2,7.49
330,-0.55,-3.14,6.96
340,-0.49,-3.15,6.52
350,-0.23,-3.21,6.15
360,-0.05,-3.16,5.82
370,0.29,-3.14,5.43
380,0.45,-3.03,5.15
390,0.41,-2.98,5.15
400,0.68,-2.88,4.9
410,0.68,-2.75,4.69
420,1.11,-2.84,4.47
430,0.57,-3.02,4.52
440,0.87,-2.76,3.77
450,0.95,-2.77,3.62
460,0.9,-2.72,3.42
470,1.39,-2.74,3.02
480,1.36,-2.87,3.31
490,1.54,-2.83,3.17
500,2.12,-2.65,2.66
510,2.38,-2.32,2.66
520,2.72,-1.87,3.17
530,3.1,-1.28,3.61
540,3.42,-0.71,3.88
550,3.71,-0.29,4.42
560,3.99,0.19,5.24
570,4.31,0.68,6.15
580,4.57,1.25,6.73
590,4.87,1.7,7.1
600,5.22,2.19,7.75
610,5.43,2.59,8.31
620,5.75,3.13,9.08
630,5.73,3.43,9.98
640,5.76,3.8,10.67
650,5.9,4.1,11.03
660,5.97,4.39,11.25
670,6.12,4.5,11.61
680,6.27,4.67,12.16
690,6.36,4.75,12.83
700,6.54,4.87,13.29
710,6.56,5.06,13.8
720,6.77,5.41,13.97
730,7.0,5.68,14.27
740,7.1,5.87,14.7
750,7.18,5.96,15.38
760,6.93,5.86,16.09
770,6.82,5.83,16.62
780,6.56,5.67,17.0
790,6.38,5.52,17.22
800,6.2,5.5,17.24
810,6.02,5.53,17.3
820,5.67,5.6,17.57
830,5.36,5.6,17.82
840,4.96,5.62,17.84
850,4.71,5.59,17.73
860,4.39,5.54,17.45
870,4.02,5.43,17.25
880,3.67,5.31,17.18
890,3.32,5.13,17.09
900,3.07,4.95,16.92
910,2.69,4.83,16.41
920,2.29,4.69,15.92
930,1.81,4.6,15.92
940,1.49,4.43,15.65
950,1.29,4.19,15.16
960,0.99,4.11,14.53
970,0.86,3.62,13.84
980,0.69,3.23,13.12
990,0.52,2.77,12.55
1000,0.3,2.19,11.94
