timestamp,x,y,z
0,3.12,-3.53,11.58
10,3.08,-3.54,11.71
20,2.99,-3.53,11.96
30,2.8,-3.6,12.23
40,2.54,-3.56,12.53
50,2.15,-3.49,12.91
60,1.71,-3.4,13.23
70,1.15,-3.31,13.47
80,0.66,-3.24,13.56
90,0.23,-3.24,13.46
100,-0.19,-3.2,13.24
110,-0.6,-3.18,12.95
120,-1.08,-3.13,12.64
130,-1.57,-3.12,12.31
140,-1.99,-3.09,11.92
150,-2.29,-3.06,11.43
160,-2.44,-3.09,10.84
170,-2.43,-3.11,10.05
180,-2.28,-3.12,9.16
190,-2.18,-3.08,8.34
200,-2.08,-3.08,7.63
210,-1.89,-3.03,7.01
220,-1.69,-2.99,6.39
230,-1.4,-2.94,5.83
240,-1.05,-2.87,5.22
250,-0.68,-2.82,4.59
260,-0.29,-2.81,3.93
270,0.19,-2.81,3.29
280,0.6,-2.8,2.68
290,1.01,-2.89,2.22
300,1.39,-2.97,1.8
310,1.67,-3.08,1.52
320,1.88,-3.12,1.36
330,2.11,-2.96,1.31
340,2.41,-2.9,1.4
350,2.73,-2.47,1.7
360,3.1,-2.06,2.05
370,3.68,-1.58,2.34
380,4.38,-1.2,2.71
390,5.04,-0.84,3.16
400,5.69,-0.41,3.74
410,6.31,0.17,4.53
420,6.72,0.7,5.49
430,7.25,1.26,6.5
440,7.57,1.87,7.5
450,7.84,2.32,8.56
460,8.12,2.77,9.28
470,8.29,3.17,10.02
480,8.46,3.62,10.84
490,8.87,3.92,11.45
500,8.88,4.2,12.06
510,8.97,4.4,12.81
520,8.83,4.5,13.74
530,8.59,4.81,14.58
540,8.4,4.92,15.51
550,8.36,4.99,16.09
560,8.32,5.05,16.49
570,8.23,4.99,16.99
580,7.91,4.84,17.46
590,7.51,4.73,17.88
600,7.04,4.47,18.3
610,6.66,4.26,18.51
620,6.34,4.03,18.39
630,6.13,3.92,18.21
640,5.87,3.89,18.02
650,5.51,3.92,17.97
660,4.9,3.96,17.99
670,4.11,3.9,18.0
680,3.33,3.78,17.86
690,2.7,3.66,17.57
700,2.06,3.6,17.17
710,1.61,3.45,16.83
720,1.3,3.33,16.38
730,1.09,3.25,15.86
740,0.88,3.18,15.36
750,0.6,3.03,14.81
760,0.38,2.76,14.25
770,-0.17,2.44,13.57
780,-0.47,2.11,13.04
790,-0.9,1.79,12.54
800,-1.28,1.49,12.01
810,-1.98,1.26,11.54
820,-2.26,0.98,11.18
830,-2.53,0.74,10.72
840,-2.64,0.46,10.13
850,-2.6,0.22,9.37
860,-2.52,-0.02,8.71
870,-2.44,-0.23,8.22
880,-2.32,-0.42,7.83
890,-2.2,-0.55,7.63
900,-2.04,-0.7,7.56
910,-1.83,-0.87,7.48
920,-1.73,-1.02,7.27
930,-1.67,-1.25,7.03
940,-1.42,-1.39,6.63
950,-1.17,-1.52,6.29
960,-0.94,-1.81,5.88
970,-0.63,-2.1,5.54
980,-0.36,-2.35,5.28
990,-0.12,-2.46,5.29
1000,0.18,-2.54,5.43
