timestamp,x,y,z
0,-0.96,-1.78,10.07
10,-0.97,-1.76,9.95
20,-1.01,-1.78,9.84
30,-1.03,-1.79,9.86
40,-1.08,-1.77,9.84
50,-1.11,-1.77,9.71
60,-1.1,-1.84,9.63
70,-1.13,-1.92,9.64
80,-1.18,-1.92,9.66
90,-1.24,-1.91,9.6
100,-1.29,-1.86,9.62
110,-1.3,-1.66,9.74
120,-1.23,-1.52,9.97
130,-1.18,-1.39,10.24
140,-1.03,-1.32,10.53
150,-0.7,-1.21,10.86
160,-0.36,-1.06,11.13
170,-0.04,-0.89,11.39
180,0.29,-0.68,11.86
190,0.51,-0.55,12.45
200,0.63,-0.33,13.11
210,0.77,-0.28,13.67
220,0.72,-0.1,13.94
230,0.5,0.05,14.52
240,0.28,0.07,15.05
250,0.16,0.09,15.38
260,-0.18,0.1,15.56
270,-0.63,0.12,15.84
280,-1.15,0.12,15.77
290,-1.52,0.11,16.06
300,-2.09,0.16,16.5
310,-2.35,0.19,16.51
320,-2.53,0.27,16.28
330,-2.55,-0.06,15.89
340,-2.8,-0.21,15.5
350,-3.14,-0.23,15.04
360,-3.81,-0.22,14.73
370,-4.61,-0.4,14.41
380,-5.25,-0.39,14.21
390,-5.84,-0.55,13.66
400,-5.98,-0.69,13.02
410,-6.28,-0.93,12.11
420,-6.28,-1.3,11.37
430,-6.06,-1.49,10.54
440,-5.93,-1.71,9.85
450,-5.64,-1.86,9.17
460,-5.33,-1.95,8.51
470,-4.72,-2.08,7.81
480,-4.48,-2.23,7.31
490,-4.29,-2.34,6.9
500,-4.1,-2.2,6.44
510,-3.74,-2.41,5.97
520,-3.36,-2.5,5.52
530,-3.01,-2.59,5.09
540,-2.94,-2.56,4.6
550,-2.85,-2.69,4.47
560,-2.53,-2.85,4.24
570,-2.19,-2.82,3.84
580,-1.69,-2.82,3.48
590,-1.28,-2.81,3.0
600,-0.89,-2.76,2.58
610,-0.7,-2.69,2.39
620,-0.6,-2.6,2.63
630,-0.32,-2.49,2.69
640,-0.12,-2.15,2.57
650,0.06,-2.07,2.63
660,0.38,-2.08,2.76
670,0.77,-1.86,2.69
680,1.07,-1.7,2.61
690,1.39,-1.62,2.51
700,1.58,-1.28,2.46
710,1.87,-1.08,2.72
720,2.15,-0.57,3.15
730,2.44,-0.0,3.63
740,2.9,0.36,4.08
750,3.36,0.81,4.58
760,3.55,1.4,5.21
770,3.8,1.85,5.94
780,3.99,2.52,6.79
790,4.14,3.15,7.52
800,4.2,3.68,8.39
810,4.63,4.02,9.37
820,4.52,4.39,10.04
830,4.52,4.71,10.97
840,4.48,5.07,11.94
850,4.54,5.16,12.84
860,4.52,5.47,13.52
870,4.55,5.74,14.21
880,4.7,5.96,15.03
890,4.74,6.28,16.01
900,4.61,6.55,17.26
910,4.4,6.75,18.33
920,4.19,6.95,18.99
930,4.32,7.1,19.38
940,4.12,7.15,19.84
950,3.85,6.93,20.03
960,3.61,6.65,20.16
970,3.42,6.25,20.16
980,3.2,5.75,19.96
990,2.78,5.38,19.68
1000,2.37,4.95,19.32
