timestamp,x,y,z
0,2.66,-0.79,10.32
10,2.74,-0.75,10.43
20,2.87,-0.74,10.58
30,2.97,-0.68,10.67
40,3.07,-0.66,10.74
50,3.24,-0.63,10.91
60,3.37,-0.68,11.12
70,3.55,-0.74,11.4
80,3.75,-0.79,11.74
90,3.9,-0.75,12.14
100,3.96,-0.69,12.56
110,3.97,-0.61,12.98
120,3.96,-0.51,13.29
130,3.84,-0.43,13.64
140,3.62,-0.36,13.95
150,3.38,-0.28,14.26
160,3.06,-0.17,14.48
170,2.64,0.05,14.87
180,1.99,0.2,15.44
190,1.28,0.36,15.96
200,0.62,0.42,16.23
210,0.13,0.42,16.15
220,-0.28,0.32,15.91
230,-0.84,0.32,15.72
240,-1.32,0.18,15.63
250,-1.81,0.26,15.41
260,-2.27,0.25,15.15
270,-2.71,0.31,14.9
280,-3.21,0.3,14.65
290,-3.69,0.29,14.31
300,-3.91,0.22,13.85
310,-3.85,0.12,13.09
320,-3.58,-0.03,11.92
330,-3.25,-0.17,10.7
340,-2.99,-0.38,9.47
350,-2.62,-0.51,8.49
360,-2.54,-0.7,7.63
370,-2.19,-0.79,6.98
380,-1.98,-0.84,6.29
390,-1.69,-0.83,5.66
400,-1.39,-0.88,4.96
410,-1.05,-0.92,4.39
420,-0.78,-1.01,3.88
430,-0.4,-1.12,3.44
440,0.15,-1.23,2.8
450,0.63,-1.4,2.21
460,1.03,-1.54,1.77
470,1.36,-1.7,1.48
480,1.67,-1.87,1.28
490,2.02,-1.96,1.14
500,2.35,-1.93,1.01
510,2.65,-1.84,0.98
520,2.99,-1.65,1.09
530,3.31,-1.42,1.26
540,3.66,-1.08,1.57
550,4.04,-0.67,2.0
560,4.46,-0.23,2.51
570,4.96,0.21,3.12
580,5.49,0.62,3.79
590,5.81,1.03,4.76
600,6.13,1.48,5.7
610,6.45,1.92,6.57
620,6.82,2.33,7.4
630,7.26,2.69,8.3
640,7.58,2.93,9.29
650,7.74,3.1,10.18
660,7.8,3.23,11.02
670,7.97,3.3,11.65
680,8.08,3.2,12.39
690,8.12,3.12,13.11
700,8.19,3.04,13.83
710,8.05,3.01,14.48
720,7.86,3.06,15.14
730,7.65,3.23,15.81
740,7.47,3.43,16.44
750,7.28,3.72,16.96
760,6.98,3.92,17.57
770,6.66,4.08,18.07
780,6.31,4.08,18.52
790,5.96,4.0,18.74
800,5.71,3.99,18.64
810,5.5,3.93,18.38
820,5.15,3.88,18.1
830,4.71,3.87,17.85
840,4.11,3.94,17.69
850,3.33,3.91,17.68
860,2.55,3.89,17.61
870,1.89,3.84,17.46
880,1.5,3.84,17.31
890,0.98,3.94,17.11
900,0.74,4.03,16.86
910,0.51,4.05,16.47
920,0.25,4.02,16.11
930,-0.05,3.93,15.87
940,-0.41,3.93,15.66
950,-0.81,3.93,15.5
960,-1.18,3.86,15.25
970,-1.53,3.71,14.97
980,-1.85,3.58,14.55
990,-2.02,3.39,14.09
1000,-2.18,3.24,13.6
