timestamp,x,y,z
0,-0.53,-3.01,10.17
10,-0.63,-3.05,10.14
20,-0.79,-3.1,10.07
30,-0.86,-3.15,10.0
40,-0.94,-3.16,9.94
50,-0.99,-3.18,9.9
60,-1.05,-3.17,9.82
70,-1.06,-3.14,9.73
80,-1.05,-3.08,9.63
90,-0.94,-3.03,9.48
100,-0.87,-2.94,9.31
110,-0.83,-2.87,9.19
120,-0.74,-2.83,9.12
130,-0.64,-2.79,8.93
140,-0.56,-2.72,8.69
150,-0.51,-2.72,8.45
160,-0.5,-2.74,8.1
170,-0.51,-2.77,7.75
180,-0.57,-2.8,7.35
190,-0.65,-2.78,7.15
200,-0.72,-2.68,7.21
210,-0.66,-2.59,7.4
220,-0.58,-2.49,7.4
230,-0.33,-2.38,7.35
240,0.01,-2.15,7.02
250,0.35,-2.0,6.84
260,0.67,-1.87,6.64
270,1.03,-1.68,6.56
280,1.3,-1.45,6.87
290,1.48,-1.18,7.65
300,1.67,-0.96,8.53
310,1.98,-0.65,9.3
320,2.34,-0.43,9.79
330,2.88,-0.22,9.95
340,3.37,-0.06,10.09
350,3.56,0.13,10.36
360,3.65,0.32,10.88
370,3.49,0.54,11.68
380,3.28,0.64,12.58
390,3.17,0.82,13.55
400,2.91,1.0,14.81
410,2.6,1.13,16.06
420,2.45,1.29,16.92
430,2.35,1.59,17.53
440,1.98,1.82,18.12
450,1.6,1.91,18.55
460,1.33,2.09,18.84
470,1.03,2.15,19.17
480,0.34,2.46,19.7
490,-0.47,2.57,20.31
500,-1.5,2.52,20.77
510,-2.36,2.37,20.91
520,-3.03,2.08,20.75
530,-3.59,1.83,20.26
540,-4.2,1.65,19.56
550,-4.64,1.54,18.73
560,-5.12,1.44,17.84
570,-5.46,1.36,17.0
580,-5.65,1.25,16.13
590,-5.83,1.19,15.34
600,-6.0,1.09,14.55
610,-6.06,1.09,13.7
620,-6.11,1.1,12.84
630,-6.12,1.14,11.94
640,-6.08,1.15,11.03
650,-5.85,1.06,10.15
660,-5.98,0.84,9.33
670,-5.83,0.62,8.65
680,-5.65,0.47,7.98
690,-5.36,0.34,7.42
700,-5.2,0.19,6.89
710,-5.08,0.05,6.39
720,-4.91,-0.1,5.87
730,-4.72,-0.16,5.36
740,-4.5,-0.19,4.84
750,-4.14,-0.28,4.34
760,-3.76,-0.35,3.8
770,-3.42,-0.55,3.34
780,-3.09,-0.67,2.9
790,-2.81,-0.75,2.63
800,-2.71,-0.89,2.49
810,-2.58,-1.07,2.43
820,-2.37,-1.11,2.67
830,-2.14,-1.2,2.78
840,-1.92,-1.29,3.04
850,-1.63,-1.38,3.01
860,-1.27,-1.41,2.96
870,-0.82,-1.43,2.89
880,-0.36,-1.43,2.95
890,0.14,-1.4,3.14
900,0.62,-1.31,3.43
910,1.14,-1.15,3.79
920,1.62,-0.94,4.4
930,2.06,-0.74,5.04
940,2.64,-0.63,5.66
950,3.32,-0.51,6.15
960,3.95,-0.44,6.61
970,4.65,-0.31,6.95
980,5.55,-0.12,7.44
990,6.25,0.23,8.03
1000,6.91,0.55,8.71
