timestamp,x,y,z
0,-2.47,-1.85,10.18
10,-2.51,-1.85,10.21
20,-2.5,-1.82,10.18
30,-2.57,-1.82,10.26
40,-2.63,-1.84,10.33
50,-2.67,-1.86,10.37
60,-2.69,-1.92,10.33
70,-2.72,-1.96,10.29
80,-2.76,-1.95,10.19
90,-2.72,-2.01,10.15
100,-2.71,-2.02,10.06
110,-2.67,-2.02,9.96
120,-2.64,-2.04,9.85
130,-2.55,-2.04,9.77
140,-2.43,-2.0,9.65
150,-2.35,-1.97,9.65
160,-2.21,-1.99,9.7
170,-2.17,-1.9,9.71
180,-2.06,-1.9,9.72
190,-2.02,-1.82,9.66
200,-1.97,-1.76,9.5
210,-1.94,-1.77,9.4
220,-1.94,-1.79,9.32
230,-1.98,-1.78,9.33
240,-1.92,-1.74,9.28
250,-1.84,-1.74,9.3
260,-1.72,-1.67,9.32
270,-1.51,-1.52,9.27
280,-1.34,-1.33,9.35
290,-1.2,-1.09,9.63
300,-1.02,-0.87,9.95
310,-0.98,-0.64,10.27
320,-0.92,-0.42,10.5
330,-0.77,-0.26,10.72
340,-0.66,-0.07,10.96
350,-0.57,0.07,11.35
360,-0.36,0.2,11.71
370,-0.34,0.34,12.08
380,-0.26,0.36,12.48
390,-0.25,0.3,13.01
400,-0.33,0.41,13.63
410,-0.51,0.66,14.27
420,-0.72,0.91,14.66
430,-0.94,1.11,14.91
440,-1.16,1.26,15.33
450,-1.38,1.46,16.06
460,-1.57,1.66,16.72
470,-1.84,1.73,17.12
480,-2.22,1.63,17.31
490,-2.71,1.42,17.34
500,-3.09,1.22,17.26
510,-3.56,1.1,17.1
520,-4.1,0.86,16.89
530,-4.58,0.72,16.57
540,-4.94,0.59,16.46
550,-5.24,0.45,16.45
560,-5.25,0.29,16.38
570,-5.32,0.02,15.91
580,-5.27,-0.22,15.11
590,-5.14,-0.4,14.07
600,-5.1,-0.8,12.97
610,-5.15,-1.13,11.99
620,-5.26,-1.36,11.15
630,-5.41,-1.48,10.57
640,-5.55,-1.57,10.14
650,-5.71,-1.59,9.7
660,-6.02,-1.77,9.3
670,-5.95,-1.87,8.81
680,-5.87,-1.96,8.05
690,-5.16,-1.92,7.19
700,-5.45,-2.28,6.74
710,-4.65,-2.19,6.03
720,-4.53,-2.26,5.08
730,-4.07,-2.39,4.51
740,-3.88,-2.6,4.05
750,-3.7,-2.46,3.7
760,-3.34,-2.44,3.27
770,-2.94,-2.53,3.12
780,-2.52,-2.51,2.98
790,-1.92,-2.54,2.74
800,-1.55,-2.57,2.38
810,-1.08,-2.54,2.0
820,-0.69,-2.47,1.58
830,-0.24,-2.41,1.21
840,0.03,-2.43,1.0
850,0.35,-2.33,0.79
860,0.58,-2.25,0.79
870,0.79,-2.27,1.13
880,0.98,-2.3,1.67
890,1.26,-2.27,2.45
900,1.53,-2.2,3.23
910,1.79,-2.14,3.87
920,2.1,-2.04,4.2
930,2.54,-1.82,4.41
940,3.06,-1.48,4.5
950,3.58,-1.16,4.6
960,3.79,-0.7,4.92
970,4.27,-0.23,5.42
980,4.47,-0.08,6.31
990,4.66,0.11,7.53
1000,4.87,0.36,8.83
